sku_id,sku_name,before_discount,after_discount,category
P538125,"Careem_50000 Credits",2030000.00,1502200.00,Others
P538399,"Apple iPhone 6 Plus (64GB) Gold",5596942.00,3470082.00,"Mobiles & Tablets"
P538428,Assetboys_MD-1340-B-5Y,145000.00,95700.00,"Kids & Baby"
P539142,cc_samsung_G935F-Blue,3614560.00,2530192.00,"Mobiles & Tablets"
P539895,JT_W-11,237800.00,171216.00,"Men Fashion"
P540005,mdeal_DMC-265-10,58000.00,49880.00,"Men Fashion"
P540013,"dawlance_Inverter 30",3593680.00,3054628.00,Appliances
P540895,"RMSON_TM0389 MW BK",970050.00,708122.00,"Men Fashion"
P540957,MEGUIAR_G14512,62698.00,40716.00,Others
P541340,"TBG_AV-S-047-Golden & White",939600.00,620136.00,"Women Fashion"
P543201,Paramount_9789694948720,9744.00,8352.00,"School & Education"
P543601,Paramount_9789694947679,20010.00,12992.00,Books
P544078,"Apple iPhone 6S Plus 64GB",6321942.00,4551782.00,Computing
P544140,HOS-m_RLSAFM125,510400.00,413424.00,"Beauty & Grooming"
P544594,"GMZV_Xbox One PAL-500GB - Black",1421000.00,895230.00,Entertainment
P544919,PlanetX_PX-9177,75400.00,47502.00,"Kids & Baby"
P544948,HOS-m_CPDOMM80,438770.00,394864.00,"Beauty & Grooming"
P545027,"RUBD_HSU-18 LTE 1.5 Ton AC",2710050.00,1761518.00,Appliances
P545161,MEGUIAR_G10307,81200.00,56028.00,Others
P545356,casio_GAC-110-1ADR,684400.00,602272.00,"Men Fashion"
P545511,BO_funballs-CR-100,219820.00,175856.00,"Kids & Baby"
P545689,Akl_GFSU1270_Beige-L,394168.00,327120.00,"Women Fashion"
P545776,"UK_Namkino Mix Nimco 8 Pcs Gift Pack",44080.00,26448.00,Soghaat
P546485,GA_PM-139-120534,725000.00,442250.00,"Women Fashion"
P546750,"ARY Jewellers_1 Gram Millat Gold Coin --Lahore",290000.00,194300.00,"Women Fashion"
P546879,stinnos_701,72500.00,65250.00,"Kids & Baby"
P547091,"RS_Coconut Bites",8120.00,6902.00,Soghaat
P547290,"HTC_DESIRE 628",1391942.00,974342.00,"Mobiles & Tablets"
P547814,"VPN_VPN 202H",127600.00,89320.00,"Health & Sports"
P547834,timex_T2P517,399040.00,323176.00,"Men Fashion"
P548239,"infinix_Note 2 Grey",928000.00,705280.00,"Mobiles & Tablets"
P548573,oxford_9780199069194,26100.00,23490.00,"School & Education"
P548597,P&P_9695420176,23142.00,14094.00,Books
P548795,"Ref_Frankfort 2065-Soya-43",162110.00,113448.00,"Men Fashion"
P549363,Kenwood_KLV-1815,2610000.00,2218500.00,Appliances
P549626,edukaan_201537,57072.00,38222.00,"Kids & Baby"
P549712,"vitamin_MOMMoments Gold Delay",69600.00,57072.00,"Health & Sports"
P549805,"greenroot_Weight plus",87000.00,54810.00,"Health & Sports"
P549870,liberty_9781450860482,57710.00,50750.00,Books
P551178,Paramount_9781444146509,115710.00,92568.00,"School & Education"
P551274,ahsaarn_BN-004,145000.00,102950.00,"Health & Sports"
P551746,"GMZV_PS4 Pro 1TB - Region 2",3052830.00,2594862.00,Entertainment
P551831,Tmall_MM_Bowls_Set_Pk5_Blue,28942.00,18792.00,"Home & Living"
P551837,"greenroot_Oil For Oily Hair",69600.00,57768.00,"Beauty & Grooming"
P552089,"Lunar Boom Bt",198360.00,140824.00,Computing
P552342,"Harry Potter and The Cursed Child-Hazir-Karachi",110200.00,79344.00,Books
P552489,Bata_Bfirst-3511015-28-10,46342.00,40774.00,"School & Education"
P553225,Paramount_9780141038247,63510.00,56492.00,Books
P553348,BBS_ClimbCarRed,101500.00,90306.00,"Kids & Baby"
P553953,cc_Samsung_Galaxy_S8_Plus_Gray,5434600.00,4238988.00,"Mobiles & Tablets"
P554192,PucaM_COOPER-BLACK-43,185600.00,144768.00,"Men Fashion"
P556422,"Nuraiwomen_MD-817 -12(L)",182700.00,153468.00,"Women Fashion"
P556615,JBS_IFAM-009,98020.00,84274.00,Others
P556912,"Prime_H-9- BLACK-2XL",231942.00,143782.00,"Men Fashion"
P557021,"phub_Boss Bottled Night ",435000.00,334950.00,"Beauty & Grooming"
P557054,"emart_Tyre Shape Air Compressor",115942.00,74182.00,Others
P557143,Transcend_TS32GSDU1,133342.00,86652.00,Computing
P557207,"rs_Rehmat-e-Shereen Mix Halwa 2000gm",118320.00,74530.00,Soghaat
P557705,IKEA_50139877,264480.00,224808.00,"Home & Living"
P557706,BP_PS26930,13050.00,8584.00,"School & Education"
P557788,LS_8429671350559,196910.00,118146.00,Superstore
P558272,BO-paintings_MHS33-FIG,690200.00,455532.00,"Home & Living"
P559130,Base_1607,89900.00,72790.00,"Health & Sports"
P559249,Bparcel_45W-SAFE1,188500.00,163966.00,Computing
P560106,interwood_HF-01NOR-MW-40672,1218000.00,913500.00,"Home & Living"
P560382,EtrierW_MT21-L,55042.00,42920.00,"Men Fashion"
P561216,liberty_9780062060242,75110.00,63800.00,"School & Education"
P561307,"AL Khair_Baby Oil 50ml",9570.00,8004.00,Others
P561696,UC_orange-XL,37700.00,25984.00,Others
P561991,"apple_MACMINI 1.4 GHZ DUAL CORE i5",4002000.00,3241620.00,Computing
P562235,redspot_9810477198,31900.00,23896.00,"School & Education"
P562355,jn_900g,31900.00,23896.00,Superstore
P562441,"GFC_Ceiling Nabeel",207582.00,147378.00,Appliances
P562680,mva_Pack-of-Two-Figs-(Injeer)-250-gm,29580.00,20358.00,Soghaat
P562906,"Ref_Track 2049-Black -43",191110.00,158572.00,"Men Fashion"
P562975,vitamin_XTEND-Bundle,116000.00,96280.00,"Health & Sports"
P563405,edifier_XM6-PF,459940.00,344926.00,Computing
P563834,iphone_7-plus-32gb-wof-Gold,4858660.00,3255250.00,"Mobiles & Tablets"
P563852,GA_PM-137-136187,468408.00,327874.00,"Women Fashion"
P564043,"RS_Rehmat-e-Shereen Mix Mithai",55100.00,33060.00,Others
P564448,"dawlance_DWF-1600A White",2047400.00,1351284.00,Appliances
P564520,"edukaan_7067-A4 - 5 Subjects",14674.00,9976.00,"School & Education"
P564521,PlanetX_PX-9145,225620.00,182700.00,"Kids & Baby"
P564570,Lacie_STEX6000300-6TB,3045000.00,2101050.00,Computing
P564600,"edukaan_7013-A4 - 300 Pages",16298.00,13688.00,"School & Education"
P564642,"Blooming_Round Neck Tees-8 to 9 Years",40542.00,29580.00,"Kids & Baby"
P564918,FL_FL-05P,139200.00,89088.00,"Home & Living"
P565072,"Baklawa_Anjeer Pak-1Kg",81200.00,54404.00,Soghaat
P565126,"BParcel_USB to VGA 3.0-BLUE",78300.00,55564.00,Computing
P565511,Senorita_KAS-741-RED-30,130210.00,102834.00,"Kids & Baby"
P566063,rute2_3450,124758.00,77314.00,"Health & Sports"
P566146,HOS_HBFW75,253924.00,177712.00,"Beauty & Grooming"
P567276,"madela_MINI ELECTRICBREASTPUMP",822150.00,715256.00,"Kids & Baby"
P567342,fitn_834266001583,220400.00,160892.00,"Health & Sports"
P567399,"liberty_Brown Zipper Jacket for Boys / Girls-16 yrs - above - Si",49880.00,43384.00,"School & Education"
P568120,sehgalmotors_4960,225330.00,184730.00,Superstore
P568444,"RS_Sohan Halwa Tin",17400.00,15660.00,Soghaat
P568561,LC_8002135125995,292900.00,246036.00,"Beauty & Grooming"
P568878,oppo_OPPO-F1-Plus-Gold,2314200.00,1781934.00,"Mobiles & Tablets"
P569750,"emart_Magic Hose Pipe 75 Ft",61654.00,51156.00,"Home & Living"
P569845,Cherrys_SK-542-L,223300.00,167446.00,"Men Fashion"
P569905,hop_ANKM33,377000.00,286520.00,"Beauty & Grooming"
P570039,sinbo_7052,121220.00,81200.00,"Beauty & Grooming"
P570963,"Kansai_Cleaner_Dry PTEF",68150.00,49706.00,Superstore
P571622,Dawlance_Inspire-Plus-Inverter-15-Champagne,2774836.00,2414076.00,Appliances
P572291,clickbuscollection_nwc-29-Maroon,56840.00,43152.00,Others
P572361,"Turk & Fillmore_Super Natural I-brown-46",1885000.00,1677650.00,"Men Fashion"
P572454,Getit_Joy,217500.00,158746.00,"Men Fashion"
P572848,BP_PS25067,11194.00,6902.00,"School & Education"
P572907,lenovo_20EV0002UE,4090508.00,2740616.00,Computing
P572956,liberty_9780241955413,46110.00,35960.00,Books
P573156,Omron_HBF-508-E,589570.00,377290.00,"Health & Sports"
P573192,Delsey_223955600,783000.00,642060.00,"Home & Living"
P573530,"ST-PETER-Light Grey Elastic Pant-8 - 9 yrs - Size 32",30160.00,21112.00,"School & Education"
P573715,tmx_wtch_T2N533,521942.00,407102.00,"Women Fashion"
P573739,"BE_REMINGTON - S0999-86",84970.00,73892.00,"Beauty & Grooming"
P573882,Ifitness_Mini-Bike,435000.00,382800.00,"Health & Sports"
P574221,"Fmate_Moong Daal Halwa",14442.00,10962.00,Superstore
P574545,"cr_AJWA DATES (400 GM)",59450.00,45762.00,Soghaat
P574659,CL98_gree_12CZ8,1943580.00,1438226.00,Appliances
P574816,"iphone_7-plus-32gb-wof-Matt Black",4858660.00,3546816.00,"Mobiles & Tablets"
P574961,KI_bedsheet-2052mkmsbwbs,78822.00,69310.00,"Home & Living"
P575285,liberty_9788129120946,46110.00,39614.00,Books
P575528,MoosaE_LD005,92800.00,56608.00,"Home & Living"
P575871,sitara_LRTW09-MDM-MIX-M,147900.00,106488.00,"Men Fashion"
P575883,AKL_A131128715_SS-127_Purple,319232.00,248994.00,"Women Fashion"
P576087,"samsung_ EO-EG920BW_76",86420.00,69136.00,Computing
P576253,ALK_FC-04-17-A131140045,522000.00,412380.00,"Women Fashion"
P576464,Zia_147P,8700.00,7308.00,Books
P576603,ISN_Concentrated-Vanilla-2lbs,290000.00,223300.00,"Health & Sports"
P577211,"Rajesh_Multicolor Talk Back Parrot Toy",46400.00,32016.00,"Kids & Baby"
P577535,"Atalian _Ex64-Black-44",260710.00,195518.00,"Men Fashion"
P577811,SN-SP_Ajwa_800gm,156600.00,108054.00,Soghaat
P578132,"vitamin_Ultra Slim  Plus Economy",130500.00,97846.00,"Health & Sports"
P578752,Sapphire_US0410,342200.00,304558.00,"Women Fashion"
P578899,HP_Printer-2135,357860.00,311286.00,Computing
P579281,Relaxsit_RS-62,214600.00,165242.00,"Home & Living"
P579577,coleman_205475,220400.00,141056.00,"Home & Living"
P579921,"MACBOOK PRO 13-INCH 2.7GHZ",8700000.00,5481000.00,Computing
P580534,Base_3671,156600.00,106488.00,"Health & Sports"
P580686,stinnos_A134,95642.00,77430.00,"Kids & Baby"
P580767,liberty_9780755352944,28710.00,18908.00,Books
P581285,liberty_9788172342395,7250.00,4524.00,Books
P581513,Arino_PS-001-Black-40,243600.00,197316.00,"Men Fashion"
P582180,SNU_NA16E2-04,841000.00,529830.00,"Women Fashion"
P582225,GA_CT-204-136125,285476.00,182700.00,"Women Fashion"
P582672,"M&M_Deal 1",66700.00,58000.00,"Beauty & Grooming"
P583069,SNU_Es16e2-02,635100.00,419166.00,"Women Fashion"
P583575,"Posh_Black Double Collar -14.5",77894.00,57594.00,"Men Fashion"
P583579,GFE_16_FullHDcarDVR,107010.00,83462.00,Superstore
P584603,huawei_p10-Blue,3480000.00,2784000.00,"Mobiles & Tablets"
P584875,Posh_CS0073-17,73544.00,59566.00,"Men Fashion"
P585010,"phub_Light Blue  by Dolce & Gabbana 100ml EDT",359136.00,308850.00,"Beauty & Grooming"
P585250,Head_811075-L,269700.00,226548.00,"Men Fashion"
P586206,"Rajesh_Blue Car Emergency Tow Chain",65540.00,44544.00,Others
P586554,Rajesh_RAJ225,46342.00,41238.00,"Beauty & Grooming"
P587114,mdeal_DMC-610-8,86942.00,65192.00,"Men Fashion"
P587192,dawlance_91996-Cs,3236400.00,2524392.00,Appliances
P587286,DR_DRPC046-11,156542.00,126788.00,"Men Fashion"
P587474,"Trans2_LW 999 ",464.00,290.00,Others
P587495,InfinixNote3-2GB-Grey,1078742.00,906134.00,"Mobiles & Tablets"
P587885,"SCIFI_Disney Beauty_SC3334SIP",24070.00,21170.00,"School & Education"
P588293,"EP_1200 1 KVA",1624000.00,1234240.00,Appliances
P588707,liberty_9781843322924,57710.00,46690.00,Books
P589410,Paramount_hazir_9781910561324-Islamabad,144710.00,124410.00,Books
P589607,"Fmate_Sarson Ka Saag",10382.00,8990.00,Superstore
P589695,Bose_626237-0020,957000.00,717750.00,Computing
P589810,JBS_OXO-081,54810.00,36714.00,"Home & Living"
P590494,liberty_9780804125987,133110.00,94482.00,"School & Education"
P591007,cc_samsung_A520-Gold,2170534.00,1801538.00,"Mobiles & Tablets"
P591213,"Chk_Buy 1 Get 1 Free: Mango Chutney 330 gms",14500.00,11600.00,Superstore
P591474,"samsung_Samsung Galaxy J7 PRIME 2016-Gold",1943000.00,1515540.00,"Mobiles & Tablets"
P591586,Transcend_TS2TSJ25H3P,579942.00,458142.00,Computing
P591789,"Khouzh_KKAS-02-13 to 15 M",63800.00,40832.00,"Kids & Baby"
P592090,Timex_A503,231942.00,143782.00,"Men Fashion"
P592155,RBC_9789694073006,40310.00,24940.00,Books
P592314,"samsung_Grand Prime Plus-Silver",928000.00,603200.00,"Mobiles & Tablets"
P592952,"plk_FWI/ 959 080_11",4638840.00,3293530.00,"Men Fashion"
P593051,Base_1847,147900.00,127194.00,"Health & Sports"
P593794,MVA_Deal1_ajwa,43500.00,26506.00,Soghaat
P594027,"Fmate_Chicken Tandoori Boti",17342.00,10904.00,Superstore
P594075,"Q Mobile E-300",160080.00,108808.00,Others
P594416,"aw_DECAL and ADHESIVE REMOVER-12 oz.",19720.00,16356.00,Others
P594703,guess_W0289L1,939600.00,676512.00,"Women Fashion"
P594912,"sanasafinaz_march16_16A-Nationwide Delivery",312446.00,206190.00,"Women Fashion"
P595078,"TCB_Supreme GD 005-M",174000.00,127020.00,"Men Fashion"
P595878,liberty_9780746060414,34510.00,23084.00,Books
P595952,"texi tech_Bay Mount Card Reader 100915",57420.00,41876.00,Computing
P596008,danielk_DK10947-2-Navy,382742.00,344462.00,"Women Fashion"
P596093,AKL_A131131287_FC-06,219414.00,179916.00,"Women Fashion"
P596142,HOS_JPGCW100,469800.00,413424.00,"Beauty & Grooming"
P596373,"GA_Persian Red T-200 - 133785",142100.00,105154.00,"Home & Living"
P596467,HAS_1030,612248.00,544852.00,Entertainment
P597694,vitamin_230,145000.00,92800.00,"Health & Sports"
P598076,Lala_1151004100094-SCB-09,173420.00,124816.00,"Women Fashion"
P598655,Paramount_9789694949888,28710.00,25520.00,Books
P598688,"M&M_Deal 2",111360.00,89088.00,"Beauty & Grooming"
P599034,B-power_8281076-42,144942.00,99992.00,"Men Fashion"
P599178,BB_KIDSHD_HORS,46342.00,31030.00,"Kids & Baby"
P599197,GA_PM-143-136189,351306.00,238844.00,"Women Fashion"
P599552,liberty_9789383260911,57710.00,38628.00,Books
P599612,Aladdin_BBQ_Skewers_6,51562.00,43268.00,"Home & Living"
P600084,nutrifactor_NF0031,81200.00,61712.00,"Health & Sports"
P600326,"Samsung_S7 Edge-Gold",3632192.00,2397198.00,"Mobiles & Tablets"
P600664,kke_SCF56617,78010.00,50692.00,"Kids & Baby"
P600924,PlanetX_PO-9005,34742.00,28130.00,"Kids & Baby"
P600996,Bata_Bfirst-3516072-27-9,43442.00,38628.00,"School & Education"
P601424,BO_shovel-truck-orange,16820.00,12934.00,"Kids & Baby"
P601500,progressive_9780007865178,7250.00,6206.00,Books
P601772,"psl_ps_Signed By Afridi-M",52200.00,43848.00,"Men Fashion"
P601912,YNG_YSD-908-BL-40,115942.00,69542.00,"Men Fashion"
P602409,UnzeLondon_GS4354-9,173710.00,135488.00,"Men Fashion"
P602715,GA_PM-157-136194,464000.00,320160.00,"Women Fashion"
P603122,"Trans2_LW 21Ã‚Â ",98310.00,81548.00,"Kids & Baby"
P603396,stinnos_1569,48720.00,37990.00,"Kids & Baby"
P603633,"GA_Dewberry T-200 - 133696",77140.00,50112.00,"Home & Living"
P604177,"lalqila_Mughlai Pasandy-850gm",49880.00,29928.00,Superstore
P604374,emart_0-56,121742.00,76676.00,"Home & Living"
P605311,redspot_9789696230212,27260.00,19894.00,"School & Education"
P605612,RAJESH_RAJ230,207350.00,182468.00,Others
P605642,Timex_TW00PR205,584930.00,491318.00,"Men Fashion"
P605774,"StPat_Belt Pant_14 - 15 yrs-Size 40/34",38280.00,24070.00,"School & Education"
P605824,PlanetX_PX-9127,127600.00,108460.00,"Kids & Baby"
P605927,st_PX008,63800.00,53592.00,"Home & Living"
P605963,stinnos_DressingSet1,276660.00,240642.00,"Kids & Baby"
P606034,"herbion_Verona X Capsules 10 s",49300.00,40426.00,"Health & Sports"
P606727,PNG_Pampers_10003447-Lahore,58.00,0.00,Superstore
P606949,SFEVER_IS380HB08VI1WNAFAMZ,754000.00,467480.00,"Beauty & Grooming"
P607083,"R&I_HGR 2.8 KVA D",2117000.00,1397220.00,Appliances
P607215,Lunarl-500,417600.00,325728.00,Computing
P607429,RAJESH_RAJ193,154802.00,131544.00,Appliances
P607459,Base_26842,173420.00,110954.00,"Health & Sports"
P607593,Haier_HSU-12LKE,2060450.00,1256860.00,Appliances
P607644,sehgalmotors_6508,547230.00,388484.00,Superstore
P608043,"Sony_DZ 950",2232942.00,1942652.00,Entertainment
P608109,HOS-m_AZZLEGM100,172550.00,122496.00,"Beauty & Grooming"
P608125,"Audionic_ECCO AH-715",22620.00,19662.00,Computing
P608322,"Life source_YD-23",135024.00,97208.00,"Health & Sports"
P609053,"RMSON_TM4254R MW BK",1139700.00,1002936.00,"Men Fashion"
P609900,Rajesh_RAJ55,44660.00,33466.00,"School & Education"
P610445,PNG_pampers_10004049-Hazir,102660.00,89262.00,Superstore
P610802,emart_White-&-Blue-Insect-Killer,26042.00,18444.00,"Home & Living"
P611114,"Samsung_Samsung 40 Inch J5000 Full HD LED TV",2783942.00,2338502.00,Entertainment
P611179,Paramount_9789696372639,57710.00,42688.00,Books
P611672,Haier_HPU-48CO3,7368900.00,6558292.00,Appliances
P612273,GA_CT-186-136050,348000.00,267960.00,"Women Fashion"
P612684,"dynasty_Snow Berry-White",191400.00,128238.00,"Men Fashion"
P612729,Planet-T_PT026144,200100.00,178060.00,"Kids & Baby"
P613497,"CITY_White Kameez-13 - 14 yrs - Size 38",43500.00,28246.00,"School & Education"
P614189,Tehzeeb_123-E,34742.00,25694.00,"Women Fashion"
P614218,AZD_HSU-12-HNB-DC-INVERTER-1-TON,2594630.00,1971884.00,Appliances
P614325,rhythm_C1303L-02,1026542.00,810956.00,"Men Fashion"
P614583,"Infinix Note 3-3 GB-Gold",1194742.00,1027470.00,"Mobiles & Tablets"
P614593,"Turk & Fillmore_Super Natural I-brown-45",1885000.00,1319500.00,"Men Fashion"
P615046,"Dawlance_DW-540 AF",1322400.00,1071144.00,Appliances
P615309,H2_MODRSBlack-Black-S,173942.00,109562.00,"Men Fashion"
P615379,"Truck Art Porcelain Mug M2",69600.00,41760.00,"Home & Living"
P615615,HAS_Remax-WA-S06,46284.00,41644.00,"School & Education"
P616077,"Audionic_Mehfil MH-20",359600.00,269700.00,Entertainment
P616114,emart_0-65,86942.00,65192.00,"Beauty & Grooming"
P616244,Timex_TI000U90100,273760.00,177944.00,"Men Fashion"
P616334,"plk_FWI/ 953 620_8",4638840.00,4128556.00,"Men Fashion"
P616386,sinbo_4615,185020.00,116522.00,"Health & Sports"
P616707,BO_66106,203000.00,160370.00,"Home & Living"
P616714,"dawlance_Toscana30 INVERTER 1.5 Ton AC",4216600.00,3246782.00,Appliances
P616812,"UK_Gulab Jamun Tin Pack  1000 Gms",30160.00,21982.00,Soghaat
P617883,"Getiit_J 101",289942.00,234842.00,"Men Fashion"
P618464,"Monocruiser_JY D03",551000.00,468350.00,"Kids & Baby"
P618516,"Dawlance 91996 HZ H-Zone Plus 18 cu ft Refrigerator",2818800.00,1916784.00,Appliances
P618876,"head_273004-UK 10",370620.00,274224.00,"Men Fashion"
P618968,"Fmate_Tawa Fry Fish/Chicken Batter Mix",11542.00,7018.00,Superstore
P619109,SNU_SairaRizwanSR16W05,510400.00,326656.00,"Women Fashion"
P619158,zubairco_3d_bug,86130.00,71456.00,"School & Education"
P619306,GMZV_1005,347420.00,215354.00,Entertainment
P619315,"vitamin_Breast Enlargement",43500.00,37410.00,"Beauty & Grooming"
P619324,Samsung_Galaxy_S8_Plus_Black,5626000.00,4782100.00,"Mobiles & Tablets"
P619707,AMT_AMT-6487,521420.00,396256.00,Entertainment
P620186,Pzalmi_FS-1-XL,260942.00,161762.00,"Men Fashion"
P620394,"West Point_WF-7901GL",238786.00,143260.00,Appliances
P620701,"samsung_51 H4500_clear",1943000.00,1729270.00,Entertainment
P621393,"sanasafinaz_march16_9A-Nationwide Delivery",312446.00,187456.00,"Women Fashion"
P621889,lamart_LMZ019,177364.00,127658.00,"Home & Living"
P622376,Planet-T_PT007959,131950.00,88392.00,"Kids & Baby"
P622378,AYS_32-32G6530,1195902.00,1076306.00,Entertainment
P622474,sony_CMT-S20,580000.00,371200.00,Entertainment
P622895,Rajesh_RAJ0392,77720.00,59798.00,Computing
P623284,ABT_B175,57942.00,46922.00,Computing
P623453,"dawlance_91996 - H-ZONE PLUS Refrigerator with Dawlance MD-5 20L",3026150.00,2511690.00,Appliances
P623975,Bata_Bfirst-2891015-28-10,31842.00,23838.00,"School & Education"
P624168,ahp_EOS-1300D-DSLR-Black,2319942.00,1879142.00,Entertainment
P624366," Huawei Mate 8",3189942.00,2360542.00,"Mobiles & Tablets"
P624876,"FHM_26SANTAM LAYER TABLE",1450000.00,1261500.00,"Home & Living"
P624937,Samsung_Galaxy_S8_black,5046000.00,3734040.00,"Mobiles & Tablets"
P624971,culzado_AXIS-41,580000.00,394400.00,"Men Fashion"
P624973,emart_00-4,74240.00,46748.00,"Beauty & Grooming"
P624990,"hijabh_0116-BD (2)-56x",261000.00,190530.00,"Women Fashion"
P625189,SN_ajwa400gm,50460.00,40832.00,Soghaat
P625909,HOS_DNGPF100,400200.00,292146.00,"Beauty & Grooming"
P626248,"Apple iPad Air 2 16 GB 4G",3440850.00,2546200.00,"Mobiles & Tablets"
P626363,"Loreal_Revitalift Laser X3 Integeral Care Day, Anti Wrinkle & An",181192.00,110490.00,"Beauty & Grooming"
P626911,"SCIFI_Hannah Montana_SC5811HT",36250.00,26100.00,"School & Education"
P627630,sehgalmotors_67036,115884.00,104284.00,Superstore
P628256,AYS_32-32u561,1154142.00,888676.00,Entertainment
P628437,Enviro_EAC-12,1822766.00,1239460.00,Appliances
P628602,Arino_BD-061-Brown-45,243600.00,148596.00,"Men Fashion"
P628801,"snap_Snap Home-care Kit",60900.00,52954.00,Superstore
P629047,HAS_2004,86130.00,68034.00,Computing
P629203,MEGUIAR_M0716,88160.00,63452.00,Others
P629434,"coleman_Marine White Cooler 70QT",580000.00,522000.00,"Home & Living"
P629836,"plk_DWI/ 941 344_76",413540.00,248124.00,"School & Education"
P630072,"sst_preservatif-Regular fit-Large",90480.00,70528.00,"Men Fashion"
P630183,"BParcel_TOUCHPAD S1-BLACK",150800.00,120640.00,Computing
P630615,"Zia_hs21 to 29",843900.00,531628.00,Books
P631722,ST_M8820_73,409422.00,315230.00,Appliances
P632086,SMA_CSV-SM,86942.00,69542.00,Superstore
P632123,SFEVER_GU378HB18MA4KNAFAMZ,411800.00,345912.00,"Beauty & Grooming"
P632194,"GA_CL-244 A-136021",165300.00,130558.00,"Women Fashion"
P633207,SanaSafinaz_SS-6A,403100.00,298294.00,"Women Fashion"
P633273,"mitsubishi_1.5 ton SRC 18CLK-CS",3456800.00,2834576.00,Appliances
P634184,ziqi_Zn-808,74240.00,50460.00,"Kids & Baby"
P634260,"scent_CALVIN KLEIN FRESH 75ML",594500.00,362616.00,Others
P634281,Trendz-TR-0340,37120.00,22620.00,"Kids & Baby"
P634306,liberty_9788129116970,69310.00,59566.00,Books
P634439,emart_0-47,92742.00,77894.00,"Home & Living"
P634801,"Honda_Bike CD 70 - Black",3683000.00,2578100.00,Superstore
P635177,"Julbo_ J4512014",325380.00,221212.00,"Men Fashion"
P635238,rehaab_RJ160051,157528.00,108692.00,"Women Fashion"
P635777,"BO_5 Ft Sunset Glow Baby Swimming Pool",98020.00,67628.00,Others
P636330,BP_TO27616,162226.00,108634.00,"Kids & Baby"
P636413,Egala_EGA-12CTS-M-M,156542.00,98600.00,"Men Fashion"
P637134,liberty_9780140296495,63510.00,47618.00,Books
P637388,Liberty_9788174368942,46110.00,28072.00,Books
P638550,"TKS_m969-8-10 Years",115942.00,85782.00,"Kids & Baby"
P639145,progressive_9780470290309,179916.00,109736.00,"School & Education"
P639158,Paramount_9789696371168,28710.00,18038.00,"School & Education"
P639318,"prime_T11-GR Black-M",231942.00,146102.00,"Men Fashion"
P639388,UG_WP1,17864.00,12644.00,"School & Education"
P639882,BP_PS11204,21750.00,13050.00,"School & Education"
P639901,JBS_WEN-015,95700.00,65076.00,"Home & Living"
P640071,"Apple iPhone 6S 128GB",6321942.00,4235682.00,Computing
P640140,"FHM_DEEP RUST",2784000.00,2171520.00,"Home & Living"
P640216,"kansai_Frosted Glass",50750.00,38048.00,Others
P640891,redspot_9789810445210,53360.00,36250.00,"School & Education"
P641022,"Fmate_Shish Taouk Dry Marinade",11542.00,8062.00,Superstore
P641317,"Moulinex _A320",327700.00,271962.00,Appliances
P641587,bed&rest_S7,52142.00,39092.00,"Home & Living"
P641796,"UK_Kala Jamun Tin Pack 1000 Gms",30160.00,19894.00,Soghaat
P642212,Logitech_LogitechK400Plus,238380.00,200216.00,Computing
P642353,coolBell_CB-6605-Beige,123308.00,104806.00,Computing
P642461,ME_Double-Akhroat-Multani-Sohan-Halwa-1kg,40600.00,29232.00,Soghaat
P642572,stinnos_901,140882.00,126788.00,"Kids & Baby"
P642750,"PucaM_Pagan -Grey -45",191400.00,162690.00,"Men Fashion"
P642957,"sanasafinaz_march16_10A-Nationwide Delivery",271614.00,162922.00,"Women Fashion"
P643146,"STBB_Sindh Text Book Syllabus Class 2",17052.00,11716.00,"School & Education"
P643349,audionic6-954217-564364,45820.00,32074.00,Entertainment
P643639,stripyinterior_100006,98020.00,88218.00,Others
P644100,Paramount_9789694945828,37410.00,22794.00,Books
P644527,Timex_TW2P90900,376130.00,312156.00,"Men Fashion"
P644690,BP_FA04114,319000.00,271150.00,"Kids & Baby"
P645170,MartWart_ND-001,37700.00,24476.00,"Home & Living"
P645210,cc_Huawei-Mate-9-Grey,3624942.00,2682442.00,"Mobiles & Tablets"
P645340,"BParcel_Q7S WITH Webcam 2G+8G-BLACK",411800.00,333558.00,Computing
P645684,Timex_TW0TG5904,197780.00,152250.00,"Men Fashion"
P645865,"phub_Pure Pioson  by Christian Dior 100ml EDP",742400.00,460288.00,"Beauty & Grooming"
P646000,Uni-Lipton-deal,48894.00,30276.00,Superstore
P646108,AKL_A131128708_SS-8_Pink,346550.00,266800.00,"Women Fashion"
P646356,Liberty_9780670088461,69310.00,54752.00,Books
P646568,"phub_Armani 100ml  EDT ",458896.00,380828.00,"Beauty & Grooming"
P647071,edukaan_201314,151554.00,92394.00,"Kids & Baby"
P647365,"GS_BH025-6-7 Years",115710.00,94830.00,"Kids & Baby"
P647494,audionic_6954217598857,139200.00,114144.00,Others
P647894,UnzeLondon_GS5682-11,127310.00,89088.00,"Men Fashion"
P647916,"stripyinterior_Ludo Rug",83346.00,61654.00,"Home & Living"
P647935,"R&I_eIcon Series 12000BTU",2067120.00,1240272.00,Appliances
P648324,"coleman_Blue Cooler Combo 54QT",524900.00,425140.00,"Home & Living"
P648650,Sigma_54919,189486.00,147784.00,"Health & Sports"
P649274,fitn_2730413,203000.00,121800.00,"Health & Sports"
P649604,"geha_ X 5 Paper Shredder",376188.00,293422.00,"School & Education"
